Color_Beige,Color_Black,Color_Blue,Color_Green,Color_Grey,Color_Red,Color_Silver,Color_Violet,Color_White,Color_Yellow,Fuel_CNG,Fuel_Diesel,Fuel_Petrol,Age_08_04,KM,HP,Met_Color,Automatic,CC,Doors,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Parking_Assistant,Tow_Bar,Price
0,0,0,0,1,0,0,0,0,0,0,0,1,28,28817,110,1,0,1598,5,5,85,1130,1,1,3,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,18950
0,0,0,0,1,0,0,0,0,0,0,0,1,23,28227,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,15750
0,1,0,0,0,0,0,0,0,0,0,0,1,28,28000,110,0,0,1600,5,5,85,1130,1,0,3,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,23,28000,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16950
0,0,0,0,1,0,0,0,0,0,0,0,1,31,25266,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,18750
0,0,0,0,0,0,1,0,0,0,0,0,1,27,23489,110,0,0,1600,5,5,85,1115,0,1,3,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,18450
0,0,0,0,1,0,0,0,0,0,0,0,1,29,22575,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,16895
0,0,0,0,1,0,0,0,0,0,0,0,1,30,22000,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,14900
0,0,1,0,0,0,0,0,0,0,0,0,1,25,20019,110,1,1,16000,5,5,100,1180,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,18950
0,0,0,0,1,0,0,0,0,0,0,0,1,29,20000,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,17250
0,0,0,0,1,0,0,0,0,0,0,0,1,25,17003,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,15450
0,0,1,0,0,0,0,0,0,0,0,0,1,31,16238,110,1,1,1600,5,5,100,1180,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,17950
0,0,0,0,1,0,0,0,0,0,0,0,1,25,15414,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16650
0,0,0,0,1,0,0,0,0,0,0,0,1,28,8537,110,1,0,1600,5,5,85,1130,0,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,17450
0,0,0,0,0,0,1,0,0,0,0,0,1,30,7000,97,1,0,1400,5,5,85,1100,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,14900
0,0,1,0,0,0,0,0,0,0,0,1,0,20,66966,90,1,0,2000,3,5,210,1245,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,17950
0,0,0,0,1,0,0,0,0,0,0,0,1,19,51884,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,15950
0,0,0,0,1,0,0,0,0,0,0,1,0,19,50005,110,1,0,2000,3,5,234,1265,1,1,3,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,21950
0,1,0,0,0,0,0,0,0,0,0,0,1,20,48110,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16450
0,1,0,0,0,0,0,0,0,0,0,1,0,20,37500,90,1,0,2000,3,5,234,1260,0,1,3,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,22250
0,0,0,0,1,0,0,0,0,0,0,1,0,16,34472,90,1,0,1995,3,5,234,1260,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,20,33329,97,1,0,1400,3,5,85,1100,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,15950
0,1,0,0,0,0,0,0,0,0,0,0,1,20,31850,110,0,0,1600,3,5,85,1120,0,1,20,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18900
0,0,1,0,0,0,0,0,0,0,0,1,0,17,30351,90,1,0,1995,3,5,234,1260,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,19950
0,1,0,0,0,0,0,0,0,0,0,0,1,19,29435,97,1,0,1400,3,5,85,1100,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,15950
0,0,1,0,0,0,0,0,0,0,0,0,1,19,25948,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,15950
0,0,1,0,0,0,0,0,0,0,0,0,1,11,24500,110,1,0,1600,3,5,85,1120,0,0,3,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,18750
0,0,0,0,1,0,0,0,0,0,0,0,1,18,23902,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,17450
0,0,0,0,1,0,0,0,0,0,0,0,1,20,23175,110,1,0,1600,3,5,85,1120,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,18990
0,0,1,0,0,0,0,0,0,0,0,0,1,19,19200,97,1,0,1400,3,5,85,1100,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,16250
0,0,0,0,1,0,0,0,0,0,0,0,1,13,18000,71,0,0,1400,3,5,85,1125,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18500
0,0,0,0,1,0,0,0,0,0,0,0,1,11,16123,110,1,0,1600,3,5,85,1105,1,1,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,18500
0,0,1,0,0,0,0,0,0,0,0,0,1,11,14635,110,1,1,1600,3,5,100,1155,1,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,19450
0,0,0,1,0,0,0,0,0,0,0,0,1,19,13748,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,16950
0,0,1,0,0,0,0,0,0,0,0,0,1,14,11500,110,1,0,1600,3,5,69,1045,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,18800
0,0,0,0,1,0,0,0,0,0,0,0,1,17,10000,97,1,0,1400,3,5,85,1100,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,17450
0,0,1,0,0,0,0,0,0,0,0,0,1,20,7187,110,1,0,1600,3,5,85,1105,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,17950
0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,116,0,0,2000,5,5,283,1480,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,32500
0,0,0,0,1,0,0,0,0,0,0,1,0,4,4000,116,1,0,2000,5,5,283,1480,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,31000
0,0,0,0,1,0,0,0,0,0,0,1,0,4,1500,116,1,0,2000,5,5,283,1480,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,31275
0,0,0,0,1,0,0,0,0,0,0,1,0,8,13253,116,1,0,2000,5,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,24950
0,0,0,0,1,0,0,0,0,0,0,1,0,8,13253,116,1,0,2000,5,5,234,1320,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,24950
0,0,0,0,0,0,1,0,0,0,0,1,0,7,10000,116,1,0,2000,5,5,234,1270,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,22950
0,0,0,0,1,0,0,0,0,0,0,1,0,8,6000,90,1,0,2000,5,5,234,1280,1,1,3,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,24990
0,0,0,0,1,0,0,0,0,0,0,1,0,8,10841,90,1,0,2000,5,5,234,1270,0,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,21950
0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,110,1,0,1600,3,5,85,1105,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,17900
0,0,1,0,0,0,0,0,0,0,0,1,0,20,63000,90,1,0,2000,5,5,234,1255,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,19250
0,0,1,0,0,0,0,0,0,0,0,1,0,17,57313,110,1,0,2000,5,5,234,1275,1,1,3,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,22250
0,0,0,0,0,0,1,0,0,0,0,0,1,13,57037,110,0,0,1600,5,5,85,1115,0,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,18950
0,0,0,0,0,0,1,0,0,0,0,1,0,19,51099,90,1,0,2000,5,5,234,1255,0,0,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,19950
0,1,0,0,0,0,0,0,0,0,0,0,1,14,40010,110,1,0,1600,5,5,85,1115,1,1,3,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,16350
0,0,1,0,0,0,0,0,0,0,0,0,1,20,39115,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,18950
0,0,0,0,0,1,0,0,0,0,0,0,1,17,36012,110,0,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,16950
0,1,0,0,0,0,0,0,0,0,0,0,1,16,36000,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,21750
0,0,1,0,0,0,0,0,0,0,0,0,1,20,36000,110,1,0,1600,5,5,19,1075,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,15950
0,0,1,0,0,0,0,0,0,0,0,0,1,20,35000,97,1,0,1400,5,5,85,1110,0,0,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16500
0,0,1,0,0,0,0,0,0,0,0,0,1,17,33740,97,1,0,1400,5,5,85,1135,0,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,17950
0,1,0,0,0,0,0,0,0,0,0,0,1,13,33477,110,1,0,1600,5,5,19,1075,0,0,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,15850
0,0,0,0,1,0,0,0,0,0,0,0,1,20,32627,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16250
0,0,1,0,0,0,0,0,0,0,0,0,1,20,29797,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,15950
0,0,1,0,0,0,0,0,0,0,0,0,1,19,29441,97,1,0,1400,5,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16250
0,1,0,0,0,0,0,0,0,0,0,0,1,13,29371,110,1,0,1600,4,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,15950
0,0,1,0,0,0,0,0,0,0,0,0,1,20,29000,97,0,0,1400,5,5,85,1110,0,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,16500
0,0,0,0,1,0,0,0,0,0,0,0,1,19,27821,97,0,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,16500
0,1,0,0,0,0,0,0,0,0,0,0,1,19,27371,97,0,0,1400,5,5,85,1135,0,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,18450
0,1,0,0,0,0,0,0,0,0,0,0,1,13,25170,110,1,0,1600,5,5,19,1105,0,0,24,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,16250
0,0,0,0,1,0,0,0,0,0,0,1,0,11,25000,116,1,0,2000,5,5,64,1320,0,0,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,23000
0,0,1,0,0,0,0,0,0,0,0,0,1,20,23000,110,1,0,1600,5,5,85,1130,0,0,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,19900
0,0,0,0,0,0,1,0,0,0,0,0,1,20,22588,97,1,0,1400,5,5,85,1110,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,16450
0,0,0,0,0,0,1,0,0,0,0,0,1,19,21684,192,1,0,1800,5,5,19,1185,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,23950
0,1,0,0,0,0,0,0,0,0,0,0,1,13,21428,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,19950
0,0,0,0,1,0,0,0,0,0,0,0,1,16,20629,110,1,0,1600,4,5,85,1090,1,1,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,18500
0,0,1,0,0,0,0,0,0,0,0,0,1,15,20270,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,18950
0,1,0,0,0,0,0,0,0,0,0,0,1,16,20105,97,0,0,1400,5,5,85,1110,1,1,3,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,16450
0,0,1,0,0,0,0,0,0,0,0,0,1,20,20000,110,0,1,1600,5,5,100,1165,0,1,3,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,20500
0,0,0,0,1,0,0,0,0,0,0,0,1,13,19988,110,1,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,24500
0,0,0,0,1,0,0,0,0,0,0,0,1,19,18328,110,0,0,1600,5,5,85,1130,1,1,3,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,19450
